户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
2室1厅1卫,50.43,南,中层,精装修,1998,无,商品房,普通住宅,平层,板楼,江岸,15467.0,1号线,263米,78.0
3室2厅2卫,106.54,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,9855.0,无,无,105.0
4室2厅3卫,143.26,南北,高层,毛坯,2023,有,商品房,普通住宅,平层,板楼,汉阳,11169.0,6号线,1097米,160.0
3室2厅1卫,106.15,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,东西湖,6500.0,无,无,69.0
4室2厅2卫,172.02,南,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,汉阳,15405.0,无,无,265.0
3室2厅1卫,101.48,南北,中层,精装修,2015,有,商品房,普通住宅,平层,板楼,武昌,28084.0,8号线,265米,285.0
3室2厅2卫,121.12,南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18164.0,2号线,861米,220.0
3室2厅1卫,135.12,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,34044.0,4号线,562米,460.0
4室2厅1卫,140.03,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,16425.0,3号线,776米,230.0
3室2厅2卫,113.19,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,20850.0,6号线,733米,236.0
3室2厅1卫,110.08,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,江岸,13990.0,21号线,1032米,154.0
3室2厅2卫,108.38,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,沌口,17439.0,6号线,276米,189.0
3室1厅2卫,135.52,南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,洪山,25826.0,4号线,184米,350.0
3室2厅1卫,144.37,南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,江汉,11775.0,2号线,822米,170.0
3室2厅2卫,129.77,东南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,29514.0,6号线,762米,383.0
3室2厅2卫,142.03,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,21686.0,2号线,403米,308.0
2室2厅1卫,98.0,南北,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,江岸,9184.0,3号线,518米,90.0
2室1厅1卫,88.49,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,33337.0,5号线,154米,295.0
4室2厅1卫,124.78,西北,高层,精装修,2009,有,商品房,普通住宅,平层,板楼,武昌,12807.0,7号线,258米,159.8
2室1厅1卫,99.22,东南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,21669.0,3号线,148米,215.0
4室2厅1卫,139.6,南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,19771.0,19号线,964米,276.0
2室1厅2卫,132.47,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,28686.0,3号线,148米,380.0
1室1厅1卫,57.05,南,高层,精装修,2009,有,商品房,普通住宅,平层,板楼,洪山,24189.0,2号线,403米,138.0
3室2厅2卫,124.0,东南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,14516.0,3号线,564米,180.0
2室2厅1卫,78.54,南,低层,毛坯,2017,有,商品房,普通住宅,平层,板楼,东西湖,7385.0,无,无,58.0
1室1厅1卫,48.01,南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,14789.0,8号线,292米,71.0
3室2厅1卫,88.02,东南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,13065.0,无,无,115.0
2室2厅1卫,78.49,东南,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,江汉,11403.0,6号线,818米,89.5
3室2厅1卫,88.28,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,11894.0,无,无,105.0
3室1厅1卫,135.87,南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,江岸,10672.0,3号线,785米,145.0
3室2厅1卫,118.08,南北,低层,精装修,2009,有,商品房,普通住宅,平层,板楼,洪山,13550.0,4号线,374米,160.0
3室2厅1卫,107.4,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,14898.0,无,无,160.0
4室2厅2卫,143.0,南,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,15245.0,无,无,218.0
2室2厅1卫,90.6,东南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,武昌,21965.0,4号线,729米,199.0
2室1厅1卫,86.29,南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,20280.0,7号线,613米,175.0
3室2厅1卫,123.17,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,16400.0,3号线,776米,202.0
4室2厅2卫,142.86,南北,高层,毛坯,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,16450.0,无,无,235.0
3室1厅1卫,108.99,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,42206.0,4号线,235米,460.0
3室2厅1卫,106.18,南,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,12055.0,11号线,498米,128.0
2室2厅1卫,101.34,南北,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,10361.0,2号线,540米,105.0
1室1厅1卫,71.01,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,21124.0,2号线,123米,150.0
3室2厅2卫,113.15,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,22360.0,2号线,123米,253.0
3室2厅1卫,116.52,东南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东西湖,9097.0,1号线,935米,106.0
2室2厅1卫,76.0,东南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,16447.0,1号线,113米,125.0
4室2厅2卫,128.89,西南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,江岸,38793.0,1号线,761米,500.0
4室2厅1卫,171.33,南北,高层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,9631.0,5号线,1080米,165.0
2室2厅1卫,91.68,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,18325.0,8号线,292米,168.0
3室2厅1卫,119.31,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,23384.0,无,无,279.0
4室2厅3卫,224.0,南北,中层,简装修,2020,有,商品房,普通住宅,平层,板楼,武昌,20536.0,4号线,635米,460.0
3室2厅2卫,117.0,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18803.0,2号线,633米,220.0
3室2厅2卫,109.77,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,10932.0,无,无,120.0
3室2厅1卫,124.35,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,16084.0,1号线,793米,200.0
4室2厅1卫,139.82,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,汉阳,11658.0,无,无,163.0
3室2厅1卫,103.81,南北,中层,中装修,2010,有,商品房,普通住宅,平层,板楼,洪山,15413.0,无,无,160.0
3室2厅2卫,154.22,东南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,江岸,29828.0,1号线,125米,460.0
3室2厅1卫,102.47,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,12687.0,无,无,130.0
3室2厅1卫,103.93,南北,中层,中装修,2016,有,商品房,普通住宅,平层,板楼,武昌,21168.0,无,无,220.0
4室2厅1卫,201.03,南,中层,中装修,2017,有,商品房,普通住宅,平层,板楼,汉阳,13182.0,6号线,766米,265.0
2室2厅1卫,82.15,东南,低层,简装修,2004,有,商品房,普通住宅,平层,板楼,东湖高新区,14364.0,11号线,237米,118.0
2室2厅2卫,95.0,南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,江汉,11579.0,6号线,789米,110.0
4室2厅1卫,229.55,东南,中层,精装修,2023,有,商品房,普通住宅,平层,板楼,武昌,39207.0,5号线,450米,900.0
3室2厅1卫,101.37,南北,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,15291.0,11号线,285米,155.0
3室2厅2卫,179.03,南北,低层,中装修,2018,有,商品房,普通住宅,平层,板楼,武昌,29492.0,4号线,562米,528.0
3室2厅1卫,116.66,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,21258.0,8号线,524米,248.0
3室2厅1卫,131.52,东南,中层,中装修,2020,有,商品房,普通住宅,平层,板楼,洪山,9884.0,5号线,217米,130.0
3室2厅2卫,145.88,南北,中层,精装修,2006,无,商品房,普通住宅,平层,板楼,江岸,22621.0,1号线,457米,330.0
2室2厅1卫,83.52,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,22270.0,2号线,1163米,186.0
3室2厅2卫,100.0,南北,低层,简装修,2023,有,商品房,普通住宅,平层,板楼,沌口,13000.0,6号线,1091米,130.0
3室2厅2卫,118.0,南北,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,硚口,16525.0,1号线,532米,195.0
4室2厅1卫,141.62,南北,中层,精装修,2024,有,商品房,普通住宅,平层,板楼,江岸,20124.0,1号线,507米,285.0
3室2厅1卫,88.66,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,9565.0,19号线,1173米,84.8
3室2厅1卫,118.8,南北,低层,精装修,2015,有,商品房,普通住宅,平层,板楼,汉阳,10943.0,3号线,417米,130.0
3室2厅1卫,90.6,南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,硚口,15453.0,1号线,587米,140.0
3室2厅1卫,109.7,东南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,江汉,16226.0,2号线,658米,178.0
3室2厅2卫,112.54,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,洪山,17505.0,无,无,197.0
3室2厅2卫,145.9,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,20219.0,7号线,757米,295.0
3室2厅1卫,94.79,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,15613.0,5号线,309米,148.0
4室1厅2卫,134.26,南北,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,东湖高新区,13109.0,11号线,954米,176.0
2室2厅1卫,80.54,南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,16638.0,4号线,448米,134.0
3室2厅2卫,127.77,西南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,44611.0,1号线,586米,570.0
3室1厅1卫,76.61,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,26759.0,无,无,205.0
3室2厅1卫,89.15,南北,中层,中装修,2016,有,商品房,普通住宅,平层,板楼,洪山,10095.0,5号线,549米,90.0
2室2厅1卫,91.9,东南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,22851.0,2号线,169米,210.0
3室2厅2卫,117.0,南北,中层,简装修,2019,有,商品房,普通住宅,平层,板楼,汉阳,9402.0,无,无,110.0
3室2厅1卫,105.42,南,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,江汉,13755.0,6号线,400米,145.0
3室2厅2卫,102.0,南北,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,汉阳,12745.0,6号线,1097米,130.0
2室2厅1卫,90.89,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,23985.0,11号线,586米,218.0
3室2厅1卫,115.56,南,高层,精装修,2014,有,商品房,普通住宅,平层,板楼,武昌,22413.0,无,无,259.0
4室2厅1卫,136.27,南北,高层,中装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10054.0,5号线,217米,137.0
3室2厅2卫,106.0,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,7075.0,4号线,591米,75.0
4室2厅3卫,185.2,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,江汉,28888.0,3号线,796米,535.0
4室2厅3卫,220.0,南,中层,豪华装修,2023,有,商品房,普通住宅,平层,板楼,江岸,35455.0,1号线,503米,780.0
3室2厅2卫,115.23,东南,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,武昌,13885.0,5号线,76米,160.0
3室2厅2卫,109.0,南北,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,武昌,16147.0,无,无,176.0
3室2厅1卫,117.16,东南,低层,中装修,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,20997.0,2号线,633米,246.0
4室2厅1卫,162.11,南北,中层,简装修,2007,有,商品房,普通住宅,平层,板楼,洪山,20283.0,8号线,714米,328.8
2室2厅1卫,89.97,南,中层,简装修,2010,有,商品房,普通住宅,平层,板楼,青山,13004.0,5号线,997米,117.0
3室2厅1卫,85.97,南北,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,东湖高新区,13377.0,无,无,115.0
3室2厅1卫,99.35,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,11072.0,8号线,617米,110.0
3室2厅2卫,149.0,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,22148.0,6号线,448米,330.0
4室2厅3卫,243.79,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,汉阳,19689.0,6号线,698米,480.0
3室2厅1卫,131.66,南北,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,东西湖,11013.0,无,无,145.0
4室2厅2卫,227.56,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,21753.0,无,无,495.0
4室2厅3卫,190.0,南,中层,豪华装修,2021,有,商品房,普通住宅,平层,板楼,沌口,14526.0,6号线,1091米,276.0
3室2厅1卫,112.63,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,15271.0,无,无,172.0
5室2厅1卫,192.74,南北,低层,中装修,2011,有,商品房,普通住宅,平层,板楼,汉阳,19041.0,无,无,367.0
3室2厅2卫,103.71,南北,低层,精装修,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,14271.0,11号线,606米,148.0
3室2厅2卫,71.0,南北,中层,精装修,2023,有,商品房,普通住宅,平层,板楼,洪山,8873.0,5号线,584米,63.0
3室2厅1卫,113.33,南,低层,简装修,2009,有,商品房,普通住宅,平层,板楼,东湖高新区,12353.0,2号线,961米,140.0
3室2厅1卫,109.78,南北,中层,中装修,2017,有,商品房,普通住宅,平层,板楼,武昌,14575.0,4号线,928米,160.0
3室2厅1卫,109.88,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,19567.0,7号线,292米,215.0
2室1厅1卫,65.0,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,8615.0,无,无,56.0
4室2厅3卫,220.53,西北,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,汉阳,20405.0,6号线,762米,450.0
3室2厅1卫,104.98,南北,中层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10478.0,5号线,640米,110.0
4室2厅3卫,184.71,南北,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,江汉,27069.0,3号线,796米,500.0
1室1厅1卫,54.36,北,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,洪山,19684.0,2号线,760米,107.0
3室1厅1卫,108.13,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,14705.0,5号线,309米,159.0
2室1厅1卫,37.46,东南,底层,中装修,1995,无,商品房,普通住宅,平层,板楼,江岸,21356.0,3号线,280米,80.0
2室2厅1卫,76.38,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,17282.0,11号线,826米,132.0
3室2厅1卫,98.88,南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,50566.0,4号线,431米,500.0
3室2厅2卫,130.0,南北,底层,精装修,2020,有,商品房,普通住宅,平层,板楼,武汉周边,3154.0,无,无,41.0
3室2厅1卫,90.24,南,中层,简装修,2017,有,商品房,普通住宅,平层,板楼,江汉,11636.0,2号线,972米,105.0
3室2厅2卫,113.32,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,21885.0,4号线,614米,248.0
3室2厅2卫,141.0,南,底层,毛坯,2023,有,商品房,普通住宅,平层,板楼,洪山,14043.0,5号线,1035米,198.0
2室2厅1卫,79.97,东南,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,江汉,8503.0,7号线,725米,68.0
2室2厅1卫,93.47,南北,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,江汉,16904.0,2号线,658米,158.0
4室2厅3卫,220.0,南,中层,豪华装修,2023,有,商品房,普通住宅,平层,板楼,江岸,45455.0,1号线,503米,1000.0
2室2厅1卫,102.91,南,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,16140.0,无,无,166.1
2室2厅1卫,83.54,南北,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,江汉,13167.0,2号线,411米,110.0
3室1厅1卫,85.61,东南,高层,毛坯,2012,有,商品房,普通住宅,平层,板楼,武昌,15185.0,2号线,546米,130.0
3室2厅2卫,126.16,南北,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,硚口,18231.0,3号线,749米,230.0
2室2厅1卫,67.85,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,11496.0,2号线,449米,78.0
4室2厅1卫,227.56,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,29882.0,无,无,680.0
3室2厅1卫,119.11,南北,中层,精装修,2009,有,商品房,普通住宅,平层,板楼,江夏,9151.0,2号线,344米,109.0
2室1厅1卫,56.57,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13965.0,8号线,929米,79.0
3室2厅1卫,137.55,南北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13668.0,2号线,978米,188.0
3室2厅2卫,137.8,东南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,23222.0,1号线,624米,320.0
2室2厅1卫,78.42,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,12752.0,8号线,929米,100.0
3室1厅1卫,138.32,南北,低层,精装修,2008,有,商品房,普通住宅,平层,板楼,汉阳,16917.0,4号线,327米,234.0
3室2厅2卫,142.43,南北,中层,中装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,17904.0,11号线,821米,255.0
2室2厅1卫,78.35,南北,低层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10211.0,5号线,598米,80.0
2室2厅1卫,85.73,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,硚口,13647.0,1号线,476米,117.0
3室2厅1卫,95.0,南北,底层,毛坯,2023,有,商品房,普通住宅,平层,板楼,洪山,9895.0,5号线,448米,94.0
3室1厅1卫,90.47,南,低层,精装修,2018,有,商品房,普通住宅,平层,板楼,武昌,14922.0,5号线,646米,135.0
4室2厅1卫,138.97,东南,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,洪山,12665.0,无,无,176.0
2室2厅1卫,81.68,南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,10284.0,2号线,962米,84.0
4室2厅2卫,139.47,东,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,16348.0,6号线,867米,228.0
3室2厅1卫,106.99,南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,江夏,11216.0,无,无,120.0
3室2厅1卫,92.98,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,16133.0,4号线,567米,150.0
2室2厅1卫,71.98,南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,16255.0,7号线,609米,117.0
4室2厅1卫,185.96,南北,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,武昌,33341.0,4号线,639米,620.0
4室2厅4卫,260.15,南北,高层,精装修,2020,有,商品房,普通住宅,平层,板楼,江汉,26523.0,3号线,567米,690.0
4室2厅3卫,243.26,东南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,武昌,31283.0,4号线,639米,761.0
3室2厅1卫,143.59,南北,中层,精装修,2004,有,商品房,普通住宅,平层,板楼,洪山,9750.0,8号线,624米,140.0
2室2厅1卫,81.69,南,高层,精装修,2018,有,商品房,普通住宅,平层,板楼,东湖高新区,20198.0,11号线,1154米,165.0
4室2厅1卫,251.28,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,29370.0,4号线,830米,738.0
2室2厅1卫,87.27,南,高层,简装修,2004,有,商品房,普通住宅,平层,板楼,武昌,16031.0,7号线,155米,139.9
3室2厅2卫,104.46,南,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,14226.0,11号线,606米,148.6
3室2厅1卫,93.59,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13356.0,5号线,549米,125.0
3室2厅2卫,121.98,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,18446.0,无,无,225.0
3室2厅1卫,97.19,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,10989.0,7号线,594米,106.8
3室2厅2卫,129.2,南北,低层,简装修,2024,有,商品房,普通住宅,平层,板楼,汉阳,17647.0,1号线,710米,228.0
3室1厅1卫,81.32,西北,中层,简装修,2004,有,商品房,普通住宅,平层,板楼,武昌,27054.0,4号线,471米,220.0
3室2厅2卫,125.08,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,19188.0,11号线,991米,240.0
3室2厅2卫,104.46,南,底层,中装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,16753.0,11号线,606米,175.0
4室2厅1卫,169.53,南北,低层,毛坯,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,18876.0,2号线,633米,320.0
4室2厅3卫,309.34,东南,低层,精装修,2016,有,商品房,普通住宅,平层,板楼,江岸,55926.0,1号线,706米,1730.0
2室2厅1卫,80.98,东南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,24697.0,2号线,727米,200.0
3室2厅1卫,113.81,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,24602.0,5号线,186米,280.0
4室2厅3卫,191.61,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,31940.0,2号线,717米,612.0
2室2厅1卫,87.0,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,18391.0,11号线,749米,160.0
3室1厅1卫,116.62,南,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,江岸,24438.0,1号线,624米,285.0
3室2厅2卫,142.0,南北,底层,毛坯,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,17606.0,11号线,1166米,250.0
2室2厅1卫,95.02,南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,江汉,25047.0,2号线,169米,238.0
4室2厅3卫,190.5,南北,高层,豪华装修,2019,有,商品房,普通住宅,平层,板楼,江岸,40945.0,1号线,61米,780.0
3室2厅2卫,122.55,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,25133.0,无,无,308.0
3室2厅1卫,113.26,东南,低层,精装修,2016,有,商品房,普通住宅,平层,板楼,硚口,10154.0,1号线,243米,115.0
3室2厅2卫,116.0,南北,低层,毛坯,2022,有,商品房,普通住宅,平层,板楼,汉阳,13966.0,3号线,813米,162.0
3室2厅2卫,126.42,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,26815.0,2号线,717米,339.0
3室2厅2卫,110.2,南北,低层,简装修,2017,有,商品房,普通住宅,平层,板楼,洪山,12613.0,无,无,139.0
3室2厅1卫,115.46,南北,高层,中装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,15330.0,11号线,556米,177.0
2室1厅1卫,87.54,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,8682.0,7号线,1138米,76.0
4室2厅1卫,182.23,南北,中层,精装修,2009,有,商品房,普通住宅,平层,板楼,东湖高新区,26889.0,2号线,1152米,490.0
4室2厅1卫,237.19,南北,底层,简装修,2008,有,商品房,普通住宅,平层,板楼,武昌,26139.0,8号线,265米,620.0
4室2厅2卫,140.0,南北,中层,豪华装修,2021,有,商品房,普通住宅,平层,板楼,硚口,16786.0,1号线,608米,235.0
3室2厅1卫,102.82,南北,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,10008.0,无,无,102.9
4室2厅2卫,136.04,南北,底层,中装修,2010,有,商品房,普通住宅,平层,板楼,东湖高新区,22787.0,2号线,483米,310.0
4室2厅1卫,146.03,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,洪山,17805.0,无,无,260.0
5室2厅1卫,200.61,南北,低层,精装修,2012,有,商品房,普通住宅,平层,板楼,洪山,18942.0,2号线,403米,380.0
3室2厅2卫,124.37,南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,8041.0,2号线,1071米,100.0
4室2厅3卫,154.0,南北,低层,精装修,2006,无,商品房,普通住宅,平层,板楼,江岸,12338.0,8号线,592米,190.0
3室2厅2卫,134.31,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,19358.0,无,无,260.0
3室2厅1卫,127.59,南北,中层,简装修,2004,有,商品房,普通住宅,平层,板楼,武昌,21067.0,7号线,435米,268.8
3室2厅1卫,103.21,南,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,15696.0,无,无,162.0
2室2厅1卫,67.41,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,27741.0,1号线,569米,187.0
3室1厅1卫,96.19,南,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东西湖,5822.0,无,无,56.0
4室2厅2卫,143.0,南北,中层,豪华装修,2019,有,商品房,普通住宅,平层,板楼,武昌,16783.0,11号线,445米,240.0
3室2厅1卫,144.42,南北,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,江汉,10733.0,2号线,822米,155.0
3室2厅1卫,131.48,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,16124.0,3号线,576米,212.0
3室2厅1卫,199.62,西南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,25048.0,5号线,714米,500.0
3室2厅2卫,119.09,南,低层,中装修,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,14275.0,无,无,170.0
2室2厅1卫,80.36,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,17173.0,11号线,237米,138.0
3室2厅1卫,88.22,南,中层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,10655.0,5号线,501米,94.0
3室2厅1卫,135.12,南,中层,简装修,2014,有,商品房,普通住宅,平层,板楼,青山,9991.0,无,无,135.0
2室2厅1卫,87.0,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,11379.0,8号线,310米,99.0
3室2厅2卫,135.17,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东西湖,13391.0,2号线,522米,181.0
3室2厅2卫,119.0,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,沌口,13445.0,6号线,1091米,160.0
4室2厅1卫,164.06,东南,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,汉阳,14934.0,6号线,762米,245.0
3室2厅1卫,128.62,东南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,29544.0,1号线,438米,380.0
3室2厅2卫,133.62,南北,高层,简装修,2018,有,商品房,普通住宅,平层,板楼,青山,18635.0,5号线,615米,249.0
3室2厅1卫,110.1,南北,高层,精装修,2019,有,商品房,普通住宅,平层,板楼,江汉,20345.0,2号线,658米,224.0
3室2厅2卫,123.8,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,27464.0,2号线,1126米,340.0
3室2厅1卫,127.23,南北,高层,精装修,2009,有,商品房,普通住宅,平层,板楼,东湖高新区,16427.0,无,无,209.0
3室2厅1卫,90.73,南北,低层,精装修,2013,有,商品房,普通住宅,平层,板楼,武昌,22595.0,7号线,514米,205.0
