户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
3室2厅1卫,100.78平米,南,中层,精装修,2014年,有,个人产权,个人产权,平层,板楼,江汉,26791元/平米,3号线,599米,270.0
2室2厅1卫,89.11平米,南,高层,简装修,2016年,有,商品房,普通住宅,平层,板楼,武昌,14813元/平米,无,无,132.0
2室2厅1卫,100.59平米,东南,低层,精装修,2018年,有,商品房,普通住宅,平层,板楼,武昌,21871元/平米,4号线,729米,220.0
3室2厅2卫,124.34平米,南北,中层,豪华装修,2023年,有,商品房,普通住宅,平层,板楼,汉阳,13672元/平米,4号线,217米,170.0
3室2厅2卫,127.6平米,南北,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,15517元/平米,5号线,256米,198.0
2室1厅1卫,99.13平米,南北,低层,精装修,2019年,有,商品房,普通住宅,平层,板楼,汉阳,16645元/平米,4号线,614米,165.0
3室2厅1卫,96.47平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,24360元/平米,11号线,551米,235.0
2室1厅1卫,73.49平米,南北,高层,精装修,2016年,有,商品房,普通住宅,平层,板楼,东湖高新区,22452元/平米,2号线,1163米,165.0
4室2厅1卫,258.15平米,东南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,64304元/平米,1号线,561米,1660.0
3室2厅2卫,129平米,南北,中层,简装修,2022年,有,商品房,普通住宅,平层,板楼,江汉,11628元/平米,2号线,567米,150.0
3室2厅1卫,137.3平米,南北,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,18063元/平米,2号线,201米,248.0
2室2厅1卫,77.23平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,13596元/平米,5号线,309米,105.0
3室2厅1卫,110.14平米,西北,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,硚口,11712元/平米,1号线,243米,129.0
3室2厅1卫,149.28平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,19159元/平米,5号线,389米,286.0
3室2厅2卫,140.38平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,21014元/平米,2号线,123米,295.0
3室2厅2卫,109.58平米,南,高层,毛坯,2018年,有,商品房,普通住宅,平层,板楼,东湖高新区,18252元/平米,11号线,732米,200.0
2室2厅1卫,82.96平米,南,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,洪山,8558元/平米,7号线,776米,71.0
4室2厅1卫,180.54平米,东南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,54282元/平米,1号线,586米,980.0
3室1厅1卫,95.86平米,北,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,10432元/平米,2号线,567米,100.0
3室2厅2卫,118.59平米,南北,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,东湖高新区,23678元/平米,11号线,821米,280.8
3室2厅2卫,136.21平米,南北,中层,精装修,2006年,有,商品房,普通住宅,,板楼,江汉,12481元/平米,2号线,892米,170.0
3室2厅2卫,110.52平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,14929元/平米,2号线,369米,165.0
3室2厅1卫,90.45平米,南,低层,简装修,2017年,有,商品房,普通住宅,平层,板楼,洪山,10835元/平米,无,无,98.0
4室2厅1卫,138.78平米,南,低层,毛坯,2020年,有,商品房,普通住宅,平层,板楼,东湖高新区,13691元/平米,11号线,739米,190.0
3室2厅2卫,175.98平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,49437元/平米,1号线,561米,870.0
2室2厅1卫,80平米,南,中层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,东西湖,7375元/平米,1号线,560米,59.0
3室2厅1卫,109.81平米,南北,中层,精装修,2015年,有,商品房,普通住宅,平层,板楼,洪山,10199元/平米,5号线,598米,112.0
4室2厅3卫,223平米,南,低层,精装修,2022年,有,个人产权,个人产权,平层,板楼,江岸,42152元/平米,1号线,503米,940.0
3室2厅2卫,113.62平米,南北,中层,精装修,2018年,有,商品房,普通住宅,平层,板楼,武昌,23763元/平米,11号线,497米,270.0
4室2厅3卫,358.95平米,南北,高层,毛坯,2022年,有,商品房,普通住宅,平层,板楼,武昌,47360元/平米,4号线,639米,1700.0
3室2厅1卫,95.4平米,南北,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,18868元/平米,11号线,906米,180.0
2室1厅1卫,50.43平米,南,中层,精装修,1998年,无,商品房,普通住宅,平层,板楼,江岸,15467元/平米,1号线,263米,78.0
3室2厅2卫,106.54平米,南北,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,9855元/平米,无,无,105.0
4室2厅3卫,143.26平米,南北,高层,毛坯,2023年,有,商品房,普通住宅,平层,板楼,汉阳,11169元/平米,6号线,1097米,160.0
3室2厅1卫,102平米,南北,中层,毛坯,2020年,有,个人产权,个人产权,平层,板楼,东湖高新区,17353元/平米,无,无,177.0
3室2厅1卫,117.87平米,北,中层,精装修,2018年,有,商品房,普通住宅,平层,板楼,洪山,14423元/平米,8号线,1029米,170.0
4室2厅2卫,203.56平米,南北,中层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,武昌,33111元/平米,5号线,450米,674.0
3室2厅1卫,91.61平米,南,高层,毛坯,2006年,有,商品房,普通住宅,,,洪山,18339元/平米,2号线,980米,168.0
3室2厅2卫,115.23平米,东南,中层,毛坯,2023年,有,商品房,普通住宅,平层,板楼,武昌,16923元/平米,5号线,76米,195.0
3室2厅2卫,99平米,南,顶层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,江岸,10606元/平米,21号线,350米,105.0
3室2厅3卫,126.06平米,,,毛坯,2014年,,,独栋,,,武汉周边,4165元/平米,无,无,52.5
3室2厅1卫,109.36平米,南北,低层,精装修,2023年,有,个人产权,个人产权,平层,板楼,东湖高新区,18745元/平米,无,无,205.0
4室2厅2卫,166.95平米,南,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,19766元/平米,2号线,633米,330.0
3室2厅1卫,106.15平米,南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,6500元/平米,无,无,69.0
4室2厅2卫,172.02平米,南,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,汉阳,15405元/平米,无,无,265.0
3室2厅1卫,101.48平米,南北,中层,精装修,2015年,有,商品房,普通住宅,平层,板楼,武昌,28084元/平米,8号线,265米,285.0
3室2厅2卫,121.12平米,南,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,18164元/平米,2号线,861米,220.0
3室2厅1卫,135.12平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,34044元/平米,4号线,562米,460.0
4室2厅1卫,140.03平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,16425元/平米,3号线,776米,230.0
3室2厅2卫,129.27平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,12377元/平米,3号线,233米,160.0
2室1厅1卫,82.94平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7234元/平米,无,无,60.0
4室2厅1卫,257.51平米,东南,中层,中装修,2020年,有,商品房,普通住宅,平层,板楼,江岸,54367元/平米,1号线,561米,1400.0
4室2厅3卫,95平米,南北,底层,毛坯,2020年,无,个人产权,个人产权,平层,,蔡甸,11053元/平米,无,无,105.0
3室2厅2卫,128平米,东北,中层,毛坯,2024年,有,个人产权,个人产权,平层,板楼,武昌,19688元/平米,8号线,607米,252.0
3室2厅2卫,113.19平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,20850元/平米,6号线,733米,236.0
3室2厅1卫,110.08平米,南北,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,江岸,13990元/平米,21号线,1032米,154.0
3室2厅2卫,147.84平米,东南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,17925元/平米,无,无,265.0
4室2厅2卫,163.92平米,南北,中层,精装修,2018年,有,个人产权,个人产权,平层,板楼,武昌,34163元/平米,4号线,943米,560.0
3室2厅2卫,126平米,南,底层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,19841元/平米,3号线,468米,250.0
3室2厅2卫,100平米,南北,底层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,江夏,8300元/平米,无,无,83.0
3室2厅2卫,108.38平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,沌口,17439元/平米,6号线,276米,189.0
3室1厅2卫,135.52平米,南,低层,中装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,25826元/平米,4号线,184米,350.0
3室2厅2卫,87.53平米,南北,高层,中装修,2006年,有,商品房,普通住宅,,板楼,江汉,17480元/平米,2号线,902米,153.0
3室2厅1卫,144.37平米,南,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,11775元/平米,2号线,822米,170.0
3室2厅2卫,112平米,南北,低层,精装修,2019年,有,商品房,普通住宅,平层,板楼,汉阳,12054元/平米,4号线,1086米,135.0
3室2厅2卫,129.77平米,东南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,29514元/平米,6号线,762米,383.0
3室2厅2卫,142.03平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,21686元/平米,2号线,403米,308.0
2室2厅1卫,98平米,南北,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,9184元/平米,3号线,518米,90.0
2室1厅1卫,88.49平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,33337元/平米,5号线,154米,295.0
3室2厅1卫,113.04平米,南北,高层,毛坯,2017年,有,个人产权,个人产权,平层,板楼,江夏,11146元/平米,7号线,387米,126.0
3室2厅2卫,112.93平米,南北,底层,简装修,2006年,有,个人产权,个人产权,平层,板楼,江夏,12397元/平米,8号线,570米,140.0
4室2厅1卫,124.78平米,西北,高层,精装修,2009年,有,商品房,普通住宅,平层,板楼,武昌,12807元/平米,7号线,258米,159.8
4室2厅2卫,143平米,南,低层,精装修,2022年,有,个人产权,个人产权,平层,板楼,武昌,20280元/平米,11号线,742米,290.0
3室2厅2卫,150.09平米,南,中层,豪华装修,2024年,有,个人产权,个人产权,平层,板楼,江汉,24652元/平米,3号线,290米,370.0
2室1厅1卫,99.22平米,东南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,21669元/平米,3号线,148米,215.0
3室2厅2卫,115平米,南北,中层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,洪山,10348元/平米,5号线,448米,119.0
4室2厅1卫,139.6平米,南,中层,精装修,2020年,有,商品房,普通住宅,平层,板楼,东湖高新区,19771元/平米,19号线,964米,276.0
3室2厅2卫,105平米,南,底层,毛坯,2022年,有,个人产权,个人产权,平层,板楼,青山,14857元/平米,5号线,883米,156.0
4室2厅2卫,142.34平米,南北,中层,精装修,2024年,有,个人产权,个人产权,平层,板楼,汉阳,15175元/平米,1号线,710米,216.0
3室2厅2卫,116.78平米,南北,中层,豪华装修,2019年,有,个人产权,个人产权,平层,板楼,江岸,12845元/平米,21号线,1032米,150.0
2室1厅2卫,132.47平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,28686元/平米,3号线,148米,380.0
4室2厅3卫,145平米,,,毛坯,2016年,,,独栋,,,武汉周边,6207元/平米,无,无,90.0
1室1厅1卫,57.05平米,南,高层,精装修,2009年,有,商品房,普通住宅,平层,板楼,洪山,24189元/平米,2号线,403米,138.0
3室2厅2卫,124平米,东南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,14516元/平米,3号线,564米,180.0
2室2厅1卫,78.54平米,南,低层,毛坯,,有,商品房,普通住宅,平层,板楼,东西湖,7385元/平米,无,无,58.0
4室2厅2卫,148.52平米,南北,低层,毛坯,,有,个人产权,个人产权,平层,板楼,江夏,8080元/平米,无,无,120.0
4室2厅2卫,161.98平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,20249元/平米,11号线,556米,328.0
1室1厅1卫,48.01平米,南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,14789元/平米,8号线,292米,71.0
3室2厅1卫,88.02平米,东南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,13065元/平米,无,无,115.0
2室2厅1卫,78.49平米,东南,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,江汉,11403元/平米,6号线,818米,89.5
3室2厅1卫,109平米,南北,高层,精装修,2021年,有,个人产权,个人产权,平层,板楼,洪山,16330元/平米,5号线,1199米,178.0
4室2厅2卫,160.1平米,南北,低层,精装修,2024年,有,个人产权,个人产权,平层,板楼,江汉,18613元/平米,6号线,498米,298.0
3室2厅1卫,88.28平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,11894元/平米,无,无,105.0
4室2厅3卫,133平米,,,精装修,2019年,,,独栋,,,武汉周边,6692元/平米,无,无,89.0
3室1厅1卫,135.87平米,南,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,10672元/平米,3号线,785米,145.0
3室2厅1卫,118.08平米,南北,低层,精装修,,有,商品房,普通住宅,平层,板楼,洪山,13550元/平米,4号线,374米,160.0
3室2厅1卫,107.4平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,14898元/平米,无,无,160.0
4室2厅2卫,143平米,南,中层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,汉阳,15245元/平米,无,无,218.0
3室2厅2卫,133平米,东南,中层,精装修,2006年,无,商品房,普通住宅,平层,板楼,江岸,9774元/平米,6号线,931米,130.0
2室2厅1卫,90.6平米,东南,低层,精装修,2019年,有,商品房,普通住宅,平层,板楼,武昌,21965元/平米,4号线,729米,199.0
2室1厅1卫,86.29平米,南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,20280元/平米,7号线,613米,175.0
3室2厅1卫,123.17平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,16400元/平米,3号线,776米,202.0
4室2厅2卫,142.86平米,南北,高层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,东湖高新区,16450元/平米,无,无,235.0
3室1厅1卫,108.99平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,42206元/平米,4号线,235米,460.0
3室2厅1卫,106.18平米,南,中层,精装修,,有,商品房,普通住宅,平层,板楼,东湖高新区,12055元/平米,11号线,498米,128.0
2室2厅1卫,101.34平米,南北,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,10361元/平米,2号线,540米,105.0
1室1厅1卫,71.01平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,21124元/平米,2号线,123米,150.0
4室2厅2卫,169.07平米,南北,中层,豪华装修,2019年,有,个人产权,个人产权,平层,板楼,江汉,28391元/平米,3号线,796米,480.0
4室2厅3卫,167平米,南北,中层,毛坯,2024年,有,个人产权,个人产权,平层,板楼,江岸,23653元/平米,1号线,155米,395.0
3室2厅2卫,113.15平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,22360元/平米,2号线,123米,253.0
3室2厅2卫,158平米,东南,高层,中装修,,有,个人产权,个人产权,平层,板楼,洪山,20190元/平米,8号线,279米,319.0
2室2厅1卫,78.18平米,南,高层,精装修,2017年,有,个人产权,个人产权,平层,板楼,汉阳,12791元/平米,无,无,100.0
5室3厅4卫,280平米,南北,中层,精装修,2019年,有,个人产权,个人产权,平层,板楼,江汉,28214元/平米,1号线,408米,790.0
4室2厅2卫,158.63平米,南北,低层,精装修,2020年,有,商品房,普通住宅,平层,板楼,东湖高新区,21799元/平米,11号线,906米,345.8
3室2厅2卫,122.71平米,南,中层,精装修,2023年,有,个人产权,个人产权,平层,板楼,江汉,28523元/平米,1号线,408米,350.0
3室2厅1卫,116.52平米,东南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,9097元/平米,1号线,935米,106.0
3室2厅2卫,122平米,南北,低层,简装修,2023年,有,个人产权,个人产权,平层,板楼,青山,13115元/平米,4号线,470米,160.0
4室2厅3卫,172.21平米,南,中层,精装修,2024年,有,个人产权,个人产权,平层,板楼,东湖高新区,18466元/平米,11号线,632米,318.0
2室2厅1卫,76平米,东南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,16447元/平米,1号线,113米,125.0
4室2厅2卫,128.89平米,西南,低层,中装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,38793元/平米,1号线,761米,500.0
3室2厅1卫,119.48平米,南北,中层,中装修,2020年,有,商品房,普通住宅,平层,板楼,洪山,10378元/平米,5号线,824米,124.0
4室2厅1卫,171.33平米,南北,高层,精装修,2021年,有,商品房,普通住宅,平层,板楼,洪山,9631元/平米,5号线,1080米,165.0
2室2厅1卫,91.68平米,东南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,18325元/平米,8号线,292米,168.0
3室2厅1卫,119.31平米,东南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,23384元/平米,无,无,279.0
3室2厅2卫,143平米,南北,底层,精装修,2020年,有,个人产权,个人产权,平层,板楼,东湖高新区,18182元/平米,无,无,260.0
6室2厅1卫,555.91平米,,,精装修,2018年,,,独栋,,,洪山,39575元/平米,8号线,648米,2200.0
4室2厅3卫,224平米,南北,中层,简装修,2020年,有,商品房,普通住宅,平层,板楼,武昌,20536元/平米,4号线,635米,460.0
3室2厅2卫,96.28平米,南北,中层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,江夏,9867元/平米,8号线,570米,95.0
3室2厅2卫,117平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,18803元/平米,2号线,633米,220.0
3室2厅2卫,109.77平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,10932元/平米,无,无,120.0
3室2厅3卫,160平米,,,毛坯,2019年,,,联排,,,武汉周边,6875元/平米,无,无,110.0
3室2厅1卫,124.35平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,16084元/平米,1号线,793米,200.0
4室2厅1卫,139.82平米,南北,中层,精装修,2019年,有,商品房,普通住宅,平层,板楼,汉阳,11658元/平米,无,无,163.0
3室2厅1卫,103.81平米,南北,中层,中装修,2010年,有,商品房,普通住宅,平层,板楼,洪山,15413元/平米,无,无,160.0
3室2厅2卫,154.22平米,东南,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,29828元/平米,1号线,125米,460.0
3室2厅2卫,135.53平米,南,中层,精装修,2020年,有,个人产权,个人产权,平层,板楼,武昌,20660元/平米,5号线,889米,280.0
3室2厅2卫,140.65平米,南北,低层,毛坯,2006年,有,个人产权,个人产权,平层,板楼,江岸,14077元/平米,8号线,962米,198.0
3室2厅1卫,102.47平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,12687元/平米,无,无,130.0
3室2厅2卫,128.09平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,18346元/平米,7号线,1064米,235.0
3室2厅1卫,103.93平米,南北,中层,中装修,2016年,有,商品房,普通住宅,平层,板楼,武昌,21168元/平米,无,无,220.0
3室2厅1卫,88.28平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,11894元/平米,无,无,105.0
3室2厅2卫,123平米,南北,中层,精装修,2021年,有,个人产权,个人产权,平层,板楼,硚口,12114元/平米,无,无,149.0
4室2厅1卫,136.07平米,南北,中层,精装修,2018年,有,商品房,普通住宅,平层,板楼,洪山,13743元/平米,4号线,163米,187.0
4室2厅1卫,201.03平米,南,中层,中装修,2017年,有,商品房,普通住宅,平层,板楼,汉阳,13182元/平米,6号线,766米,265.0
2室2厅1卫,82.15平米,东南,低层,简装修,2004年,有,商品房,普通住宅,平层,板楼,东湖高新区,14364元/平米,11号线,237米,118.0
4室2厅3卫,257平米,南北,中层,简装修,2023年,有,个人产权,个人产权,平层,板楼,江岸,44747元/平米,1号线,586米,1150.0
3室2厅2卫,117平米,南北,低层,毛坯,2020年,有,个人产权,个人产权,平层,板楼,蔡甸,6581元/平米,无,无,77.0
2室2厅2卫,95平米,南,低层,中装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,11579元/平米,6号线,789米,110.0
3室2厅2卫,127.77平米,西南,中层,豪华装修,2023年,有,个人产权,个人产权,平层,板楼,江岸,40698元/平米,1号线,586米,520.0
4室2厅1卫,229.55平米,东南,中层,精装修,2023年,有,商品房,普通住宅,平层,板楼,武昌,39207元/平米,5号线,450米,900.0
4室3厅3卫,297.07平米,,,中装修,2006年,,,独栋,,,东湖高新区,17841元/平米,无,无,530.0
3室2厅1卫,101.37平米,南北,低层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,15291元/平米,11号线,285米,155.0
3室2厅2卫,179.03平米,南北,低层,中装修,2018年,有,商品房,普通住宅,平层,板楼,武昌,29492元/平米,4号线,562米,528.0
3室2厅1卫,116.66平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,21258元/平米,8号线,524米,248.0
3室2厅1卫,131.52平米,东南,中层,中装修,2020年,有,商品房,普通住宅,平层,板楼,洪山,9884元/平米,5号线,217米,130.0
2室2厅1卫,77.83平米,北,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,11435元/平米,7号线,565米,89.0
3室2厅2卫,145.88平米,南北,中层,精装修,2006年,无,商品房,普通住宅,平层,板楼,江岸,22621元/平米,1号线,457米,330.0
3室2厅2卫,108平米,南北,中层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,青山,9907元/平米,5号线,477米,107.0
2室2厅1卫,83.52平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,22270元/平米,2号线,1163米,186.0
3室2厅2卫,100平米,南北,低层,简装修,2023年,有,商品房,普通住宅,平层,板楼,沌口,13000元/平米,6号线,1091米,130.0
3室2厅2卫,118平米,南北,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,硚口,16525元/平米,1号线,532米,195.0
4室2厅1卫,141.62平米,南北,中层,精装修,2024年,有,商品房,普通住宅,平层,板楼,江岸,20124元/平米,1号线,507米,285.0
3室2厅1卫,88.66平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,9565元/平米,19号线,1173米,84.8
3室2厅1卫,102平米,南北,中层,毛坯,2019年,有,个人产权,个人产权,平层,板楼,汉阳,14510元/平米,4号线,503米,148.0
2室1厅1卫,81.63平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,15926元/平米,5号线,646米,130.0
3室2厅1卫,118.8平米,南北,低层,精装修,2015年,有,商品房,普通住宅,平层,板楼,汉阳,10943元/平米,3号线,417米,130.0
3室2厅1卫,90.6平米,南,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,硚口,15453元/平米,1号线,587米,140.0
3室2厅1卫,109.7平米,东南,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,16226元/平米,2号线,658米,178.0
4室2厅2卫,143平米,南北,中层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,江岸,22378元/平米,3号线,130米,320.0
3室2厅2卫,112.54平米,南北,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,洪山,17505元/平米,无,无,197.0
2室2厅1卫,86.13平米,南,高层,中装修,2006年,有,商品房,普通住宅,,板楼,洪山,11843元/平米,7号线,905米,102.0
4室2厅3卫,143.2平米,,,毛坯,2022年,,,独栋,,,蔡甸,20112元/平米,无,无,288.0
4室2厅2卫,154.85平米,西南,高层,毛坯,2016年,有,商品房,普通住宅,平层,板楼,江汉,29060元/平米,1号线,408米,450.0
3室2厅2卫,145.9平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,20219元/平米,7号线,757米,295.0
3室2厅1卫,96平米,南,中层,精装修,2017年,有,个人产权,个人产权,平层,板楼,江夏,9583元/平米,7号线,822米,92.0
3室2厅2卫,115平米,南北,底层,精装修,2023年,有,个人产权,个人产权,平层,板楼,江夏,10000元/平米,无,无,115.0
4室2厅3卫,130平米,,,毛坯,2023年,,,独栋,,,蔡甸,9846元/平米,4号线,239米,128.0
3室2厅1卫,94.79平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,15613元/平米,5号线,309米,148.0
4室1厅2卫,134.26平米,南北,低层,精装修,2019年,有,商品房,普通住宅,平层,板楼,东湖高新区,13109元/平米,11号线,954米,176.0
4室2厅2卫,142平米,南北,中层,毛坯,2000年,有,商品房,普通住宅,平层,板楼,硚口,9577元/平米,无,无,136.0
4室2厅2卫,138.5平米,南北,低层,毛坯,2018年,有,个人产权,个人产权,平层,板楼,江夏,10830元/平米,7号线,387米,150.0
2室2厅1卫,80.54平米,南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,16638元/平米,4号线,448米,134.0
3室2厅2卫,127.77平米,西南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,44611元/平米,1号线,586米,570.0
3室1厅1卫,76.61平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,26759元/平米,无,无,205.0
3室2厅1卫,89.15平米,南北,中层,中装修,2016年,有,商品房,普通住宅,平层,板楼,洪山,10095元/平米,5号线,549米,90.0
3室2厅3卫,145平米,东,底层,毛坯,2016年,无,个人产权,个人产权,平层,板楼,武汉周边,6897元/平米,无,无,100.0
2室2厅1卫,91.9平米,东南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,22851元/平米,2号线,169米,210.0
3室2厅1卫,169.44平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,34230元/平米,5号线,154米,580.0
3室2厅2卫,117平米,南北,中层,简装修,2019年,有,商品房,普通住宅,平层,板楼,汉阳,9402元/平米,无,无,110.0
1室1厅1卫,59平米,南北,底层,毛坯,2006年,有,个人产权,个人产权,平层,板楼,东湖高新区,6271元/平米,19号线,769米,37.0
2室2厅1卫,85.32平米,南,低层,毛坯,2015年,有,商品房,普通住宅,平层,板楼,汉阳,10314元/平米,6号线,1097米,88.0
3室2厅1卫,105.42平米,南,低层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,江汉,13755元/平米,6号线,400米,145.0
4室2厅2卫,180平米,南,高层,豪华装修,2023年,有,个人产权,个人产权,平层,板楼,江岸,50000元/平米,1号线,586米,900.0
3室2厅2卫,102平米,南北,中层,毛坯,2023年,有,商品房,普通住宅,平层,板楼,汉阳,12745元/平米,6号线,1097米,130.0
2室2厅1卫,90.89平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,23985元/平米,11号线,586米,218.0
4室2厅3卫,190.52平米,,,毛坯,2000年,,,独栋,,,蔡甸,11547元/平米,无,无,220.0
3室2厅1卫,115.56平米,南,高层,精装修,,有,商品房,普通住宅,平层,板楼,武昌,22413元/平米,无,无,259.0
3室2厅1卫,142.64平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,23836元/平米,4号线,729米,340.0
4室2厅1卫,136.27平米,南北,高层,中装修,2020年,有,商品房,普通住宅,平层,板楼,洪山,10054元/平米,5号线,217米,137.0
3室2厅2卫,106平米,南北,中层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,汉阳,7075元/平米,4号线,591米,75.0
4室2厅3卫,185.2平米,南北,中层,精装修,2019年,有,商品房,普通住宅,平层,板楼,江汉,28888元/平米,3号线,796米,535.0
4室2厅3卫,220平米,南,中层,豪华装修,2023年,有,商品房,普通住宅,平层,板楼,江岸,35455元/平米,1号线,503米,780.0
